102809,7,FORMATIVE,6,5,1
106252,4,SOCH,21,20,1
102604,1,FORMATIVE,6,5,1
100324,5,SOR,21,20,1
102575,4,SUMMATIVE,6,5,1
106159,9,FORMATIVE,6,5,1
102571,5,SOCH,11,10,1
102485,9,SOR,11,10,1
102442,1,SOCH,21,20,1
101609,4,SOR,21,20,1
101629,7,FORMATIVE,6,5,1
100361,8,SOR,21,20,1
106089,1,SOCH,11,10,1
102425,2,FORMATIVE,6,5,1
102399,4,SOCH,21,20,1
101692,1,SUMMATIVE,6,5,1
102398,2,SUMMATIVE,6,5,1
101710,9,FORMATIVE,6,5,1
101719,8,SOCH,11,10,1
102391,9,SOR,21,20,1
101726,6,SUMMATIVE,6,5,1
101729,8,FORMATIVE,6,5,1
102364,9,SOCH,11,10,1
106044,8,SOCH,31,30,1
102310,7,SOCH,11,10,1
102288,4,SUMMATIVE,6,5,1
100393,1,SOR,11,10,1
102239,8,SOCH,11,10,1
102234,2,SOR,21,20,1
102161,6,SOCH,31,30,1
102104,4,SOR,11,10,1
105892,2,SOCH,31,30,1
102011,1,SUMMATIVE,6,5,1
101793,9,FORMATIVE,6,5,1
101955,1,SOCH,31,30,1
101818,5,FORMATIVE,6,5,1
101850,5,SOR,11,10,1
101861,4,SOR,21,20,1
105851,5,SUMMATIVE,6,5,1
100405,1,SOR,21,20,1
107214,8,SOCH,11,10,1
105850,4,SOR,11,10,1
100454,4,SOR,21,20,1
105725,8,SOCH,11,10,1
105720,6,SUMMATIVE,6,5,1
100474,4,SOCH,21,20,1
100477,4,SOCH,21,20,1
105676,5,SOCH,11,10,1
105673,9,SOCH,31,30,1
105672,7,SOCH,31,30,1
107147,6,SUMMATIVE,6,5,1
100556,2,SOCH,11,10,1
105667,7,SUMMATIVE,6,5,1
100564,5,SUMMATIVE,6,5,1
100574,3,SOR,21,20,1
105638,9,SOCH,31,30,1
105624,4,SOR,11,10,1
105600,6,SOR,11,10,1
105574,6,SUMMATIVE,6,5,1
100587,8,SOR,21,20,1
100594,4,FORMATIVE,6,5,1
100597,2,SOCH,31,30,1
105522,6,SOCH,11,10,1
105456,3,SUMMATIVE,6,5,1
105419,7,SOCH,31,30,1
105412,4,SOR,31,30,1
105322,3,SUMMATIVE,6,5,1
105317,5,SOR,31,30,1
100653,2,FORMATIVE,6,5,1
105280,9,FORMATIVE,6,5,1
105237,8,SOR,31,30,1
107327,3,SOCH,21,20,1
105177,3,SOR,11,10,1
107095,4,SOCH,31,30,1
100741,6,SOR,31,30,1
105109,2,SOCH,31,30,1
100765,3,FORMATIVE,6,5,1
100771,8,SOCH,31,30,1
105098,5,SUMMATIVE,6,5,1
107047,1,FORMATIVE,6,5,1
105031,5,SOR,31,30,1
107289,4,SUMMATIVE,6,5,1
104993,7,SOCH,21,20,1
107008,6,FORMATIVE,6,5,1
104948,1,SOCH,21,20,1
104947,8,SOR,21,20,1
100846,9,SOCH,21,20,1
107263,8,SOR,11,10,1
100853,6,SOCH,21,20,1
106763,7,FORMATIVE,6,5,1
104942,4,SOCH,21,20,1
100877,6,SOR,11,10,1
104650,9,FORMATIVE,6,5,1
100887,2,SUMMATIVE,6,5,1
104646,3,SUMMATIVE,6,5,1
104642,5,FORMATIVE,6,5,1
100900,7,SOCH,11,10,1
100902,7,SOR,31,30,1
104587,5,SOR,21,20,1
104565,4,SOR,31,30,1
104536,8,FORMATIVE,6,5,1
100018,3,SOCH,21,20,1
106692,6,FORMATIVE,6,5,1
104481,9,SOCH,31,30,1
104475,9,SOCH,11,10,1
104442,6,SUMMATIVE,6,5,1
101016,1,SOR,11,10,1
104427,3,SOCH,31,30,1
104425,2,SUMMATIVE,6,5,1
104415,5,FORMATIVE,6,5,1
101040,7,FORMATIVE,6,5,1
104296,2,SOR,21,20,1
101049,3,FORMATIVE,6,5,1
104292,3,SOR,21,20,1
104267,7,FORMATIVE,6,5,1
104224,5,SUMMATIVE,6,5,1
101090,9,FORMATIVE,6,5,1
104199,5,SUMMATIVE,6,5,1
106682,6,FORMATIVE,6,5,1
104100,4,FORMATIVE,6,5,1
104099,2,SUMMATIVE,6,5,1
104092,2,SOCH,21,20,1
106576,2,SOCH,11,10,1
104076,6,FORMATIVE,6,5,1
103979,7,SUMMATIVE,6,5,1
101110,9,SOR,21,20,1
103977,6,SUMMATIVE,6,5,1
103943,3,FORMATIVE,6,5,1
101121,5,SOR,11,10,1
103904,9,FORMATIVE,6,5,1
106418,3,SUMMATIVE,6,5,1
103904,6,SOCH,31,30,1
103837,5,SOR,11,10,1
106354,4,FORMATIVE,6,5,1
100180,4,SOCH,11,10,1
100035,7,SUMMATIVE,6,5,1
103690,2,SUMMATIVE,6,5,1
101185,7,SOR,31,30,1
103689,2,SOR,11,10,1
103639,3,SUMMATIVE,6,5,1
100203,8,SOR,31,30,1
103637,7,SUMMATIVE,6,5,1
100210,6,SOCH,11,10,1
103588,8,SOR,21,20,1
103550,4,SOCH,11,10,1
103530,7,SOR,21,20,1
101246,4,SUMMATIVE,6,5,1
103518,2,SOR,31,30,1
106324,6,SUMMATIVE,6,5,1
103506,1,SOR,31,30,1
103498,2,SUMMATIVE,6,5,1
103427,3,FORMATIVE,6,5,1
101325,7,SUMMATIVE,6,5,1
106290,3,SUMMATIVE,6,5,1
103378,4,SOCH,31,30,1
101380,6,FORMATIVE,6,5,1
101389,6,SOR,31,30,1
103376,2,FORMATIVE,6,5,1
103254,1,SOR,11,10,1
103175,7,SOCH,31,30,1
103097,7,SOCH,21,20,1
103064,1,SOCH,21,20,1
101440,8,FORMATIVE,6,5,1
103011,8,SOCH,21,20,1
103009,8,FORMATIVE,6,5,1
107233,9,FORMATIVE,6,5,1
101485,7,FORMATIVE,6,5,1
101486,2,SUMMATIVE,6,5,1
102973,1,SOR,21,20,1
102895,3,SUMMATIVE,6,5,1
102883,8,SUMMATIVE,6,5,1
100276,3,FORMATIVE,6,5,1
107227,2,FORMATIVE,6,5,1
101528,6,SOCH,31,30,1
100923,8,SOCH,32,30,2
100099,3,FORMATIVE,7,5,2
100126,6,SOR,22,20,2
100133,4,SOR,12,10,2
100188,6,FORMATIVE,7,5,2
100265,3,SOR,32,30,2
100302,5,SOCH,22,20,2
100405,6,SUMMATIVE,7,5,2
100539,6,SUMMATIVE,7,5,2
100659,8,SUMMATIVE,7,5,2
100673,8,FORMATIVE,7,5,2
100794,8,FORMATIVE,7,5,2
100825,6,SOCH,32,30,2
100831,5,SOCH,32,30,2
100846,4,FORMATIVE,7,5,2
100854,4,SOR,32,30,2
100940,8,FORMATIVE,7,5,2
101093,3,SUMMATIVE,7,5,2
101099,6,FORMATIVE,7,5,2
101123,1,SOR,12,10,2
101167,2,SOCH,22,20,2
101180,1,SOCH,22,20,2
101180,9,SOCH,22,20,2
101198,8,SOR,12,10,2
101218,9,SOR,12,10,2
101267,8,SOR,12,10,2
101331,3,FORMATIVE,7,5,2
101482,5,SOCH,22,20,2
101517,4,FORMATIVE,7,5,2
101518,8,SUMMATIVE,7,5,2
101532,7,SOR,12,10,2
101559,4,FORMATIVE,7,5,2
101577,2,FORMATIVE,7,5,2
101659,9,SOR,22,20,2
101662,3,SUMMATIVE,7,5,2
101740,,SUMMATIVE,7,5,2
101764,3,SUMMATIVE,7,5,2
101784,9,FORMATIVE,7,5,2
101978,3,SUMMATIVE,7,5,2
101980,4,SUMMATIVE,7,5,2
102053,3,FORMATIVE,7,5,2
102073,9,SUMMATIVE,7,5,2
